SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
24126,2020-10-20,Manutenção Conector,Flex de Conector de Carga para iPhone 11 - Amarelo,Apple,Estrangeira - Importação direta,400
24127,2020-10-20,Manutenção Conector,Flex de Conector de Carga para iPhone 11 - Vermelho,Apple,Estrangeira - Importação direta,400
24128,2020-10-20,Manutenção Conector,Flex de Conector de Carga para iPhone 11 - Roxo,Apple,Estrangeira - Importação direta,400
24129,2020-10-20,Manutenção Conector,Flex de Conector de Carga para iPhone 11 - Verde,Apple,Estrangeira - Importação direta,400
24130,2020-10-20,Manutenção Conector,Flex conector de carga - iPad Pro 9.7 Branco,Apple,Estrangeira - Importação direta,600
24131,2020-10-21,Manutenção Conector,Flex conector de carga - iPad Pro 9.7 Preto,Apple,Estrangeira - Importação direta,600
24132,2020-10-21,Manutenção Flex do Home,Flex Home do iPhone 7 - Prata,Apple,Estrangeira - Importação direta,0
24133,2020-10-21,Manutenção Flex do Home,Flex Home do iPhone 7 - Dourado,Apple,Estrangeira - Importação direta,0
24134,2020-10-21,Manutenção Câmera,Lente de vidro da câmera traseira para iPhone 8 - Prata,Apple,Estrangeira - Importação direta,100
24135,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 8 Plus - Prata,Apple,Estrangeira - Importação direta,0
24136,2020-10-21,Manutenção Conector,Flex do conector de carga para iPhone SE - Branco,Apple,Estrangeira - Importação direta,600
24137,2020-10-21,Manutenção Conector,Flex do conector de carga para iPhone SE - Preto,Apple,Estrangeira - Importação direta,200
24138,2020-10-21,Manutenção Conector,Flex conector de carga NFC para iPhone X,Apple,Estrangeira - Importação direta,0
24139,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone XR Azul,Apple,Estrangeira - Importação direta,0
24140,2020-10-21,Manutenção Conector,Flex conector de carga para iPhone XR Branco,Apple,Estrangeira - Importação direta,300
24141,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone XR Preto,Apple,Estrangeira - Importação direta,0
24142,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone XS Max Dourado,Apple,Estrangeira - Importação direta,150
24143,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Prata,Apple,Estrangeira - Importação direta,0
24144,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Amarelo,Apple,Estrangeira - Importação direta,0
24145,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Vermelho,Apple,Estrangeira - Importação direta,0
24146,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Roxo,Apple,Estrangeira - Importação direta,0
24147,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Verde,Apple,Estrangeira - Importação direta,0
24148,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Preto,Apple,Estrangeira - Importação direta,0
24149,2020-10-21,Manutenção Alto Falante,Alto-falante (saída auricular) para iPhone 11,Apple,Estrangeira - Importação direta,0
24150,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Verde,Apple,Estrangeira - Importação direta,0
24151,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Dourado,Apple,Estrangeira - Importação direta,0
24152,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Preto,Apple,Estrangeira - Importação direta,0
24153,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Prata,Apple,Estrangeira - Importação direta,0
24154,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Max Branco,Apple,Estrangeira - Importação direta,0
24155,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Max Dourado,Apple,Estrangeira - Importação direta,0
24156,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Max Verde,Apple,Estrangeira - Importação direta,0
24157,2020-10-21,Manutenção Câmera,Vidro da câmera traseira para iPhone 11 Pro Max Preto,Apple,Estrangeira - Importação direta,0
24158,2020-10-21,Manutenção Speaker,Alto-falante (Caixa de som) para iPad 2,Apple,Estrangeira - Importação direta,180
24159,2020-10-21,Manutenção Conector,Flex conector de carga para iPad 3,Apple,Estrangeira - Importação direta,300
24160,2020-10-21,Manutenção Speaker,Alto-falante (Caixa de som) para iPad 3,Apple,Estrangeira - Importação direta,500
24161,2020-10-21,Manutenção Conector,Flex conector de carga para iPad 5 Preto,Apple,Estrangeira - Importação direta,0
24162,2020-10-21,Manutenção Conector,Flex conector de carga para iPad 5 Branco,Apple,Estrangeira - Importação direta,0
24163,2020-10-21,Manutenção LCD/ Touch,LCD para iPad 6,Apple,Estrangeira - Importação direta,700
24164,2020-10-21,Manutenção Conector,Flex conector de carga - iPad 6 Preto,Apple,Estrangeira - Importação direta,400
24165,2020-10-21,Manutenção Conector,Flex conector de carga - iPad 6 Branco,Apple,Estrangeira - Importação direta,400
24166,2020-10-21,Manutenção LCD/ Touch,LCD para iPad 7,Apple,Estrangeira - Importação direta,1000
24167,2020-10-21,Manutenção Conector,Flex conector de carga para iPad 7 Preto,Apple,Estrangeira - Importação direta,500
24168,2020-10-21,Manutenção Conector,Flex conector de carga para iPad 7 Branco,Apple,Estrangeira - Importação direta,500
24169,2020-10-21,Manutenção LCD/ Touch,LCD para iPad 2,Apple,Estrangeira - Importação direta,350
24170,2020-10-21,Manutenção LCD/ Touch,Vidro e touchscreen iPad 7 - Branco,Apple,Estrangeira - Importação direta,900
24171,2020-10-21,Manutenção Flex do Fone,Flex P2 (3.5mm) para iPad Air - Preto,Apple,Estrangeira - Importação direta,350
24172,2020-10-21,Manutenção Conector,Conector de Carga para iPad Air 1 /iPad 5º - Branco,Apple,Estrangeira - Importação direta,300
24173,2020-10-21,Manutenção Conector,Conector de Carga para iPad Air 1 /iPad 5º - Preto,Apple,Estrangeira - Importação direta,300
24174,2020-10-21,Manutenção Speaker,Speaker para iPad Air/5,Apple,Estrangeira - Importação direta,200
24175,2020-10-21,Manutenção Câmera,Camera frontal para iPad Air 2,Apple,Estrangeira - Importação direta,0
24176,2020-10-21,Manutenção Flex do Fone,Flex do conector P2 (3.5mm) para iPad Air 2 - Branco,Apple,Estrangeira - Importação direta,350
24177,2020-10-21,Manutenção Flex do Fone,Flex do conector P2 (3.5mm) para iPad Air 2 - Preto,Apple,Estrangeira - Importação direta,350
24178,2020-10-21,Manutenção Vibra / Volume / Power,Flex volume / microfone - iPad 6 / Air 2,Apple,Estrangeira - Importação direta,350
24179,2020-10-21,Manutenção Vibra / Volume / Power,Flex power - iPad 6 / Air 2,Apple,Estrangeira - Importação direta,350
24180,2020-10-21,Manutenção Vibra / Volume / Power,Flex power / flash / microfone - iPad Pro 9.7,Apple,Estrangeira - Importação direta,500
24181,2020-10-22,Capas VX Case,Capa Smooth VX Case iPhone 12 Mini - Preta,Apple,Estrangeira - Importação direta,99
24182,2020-10-22,Capas VX Case,Capa Smooth VX Case iPhone 12 / 12 Pro - Preta,Apple,Estrangeira - Importação direta,129
24183,2020-10-22,Capas VX Case,Capa Smooth VX Case iPhone 12 Pro Max - Preta,Apple,Estrangeira - Importação direta,129
24184,2020-10-22,Adaptadores de Carga,Adaptador de Carga com 1 porta USB 1 Type-C PD 20W VX Case - Preto Fosco,Android,Estrangeira - Importação direta,210
24185,2020-10-23,Capas VX Case,Capa de Silicone Rígida VX Case para Moto G9 Plus - Transparente,Android,Estrangeira - Importação direta,70
24186,2020-10-23,Capas VX Case,Capa de Silicone Rígida VX Case para Moto G9 Play - Transparente,Android,Estrangeira - Importação direta,70
24187,2020-10-23,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy S20 FE - Transparente,Android,Estrangeira - Importação direta,99
24188,2020-10-26,Manutenção Flex do Fone,Flex P2 iPad Mini 4 - Branco,Apple,Estrangeira - Importação direta,350
24189,2020-10-27,Capas VX Case,Capa VX Case 360 iPad 10.2 - Rosa,Apple,Nacional,230
24190,2020-10-27,Capas VX Case,Capa VX Case 360 iPad 10.2 - Lilás,Apple,Nacional,230
24191,2020-10-27,Capas VX Case,Capa VX Case 360 iPad 10.2 - Vermelha,Apple,Nacional,230
24192,2020-10-27,Capas VX Case,Capa VX Case 360 iPad 10.2 - Azul,Apple,Nacional,230
24193,2020-10-27,Joystick,Gamepad VX Case para Smartphone - Preto,Android,Estrangeira - Importação direta,199
24194,2020-10-27,Adaptadores de Carga,Adaptador de Carga com 1 porta USB 1 Type-C VX Case - Preto Fosco,Android,Estrangeira - Importação direta,0
24195,2020-10-27,Consumíveis,Raspadinha APP VX Case (Lote 60un.),Android,Nacional,0
24196,2020-10-28,Capas VX Case,Capa VX Case 360 Galaxy Tab S6 Lite (P615) - Vermelha,Android,Nacional,60
24197,2020-10-28,Capas VX Case,Capa VX Case 360 Galaxy Tab S6 Lite (P615) - Rosa,Android,Nacional,60
24198,2020-10-28,Capas VX Case,Capa VX Case 360 Galaxy Tab S6 Lite (P615) - Azul,Android,Nacional,60
24199,2020-10-29,Capas VX Case,Capa TPU Anti Shock Galaxy S20 FE - Transparente,Android,Nacional,99
24200,2020-10-29,Manutenção Flex do Home,Flex home - iPad 5 / 6,Apple,Nacional,200
24201,2020-10-30,Caixas de Som,Caixa de Som portátil Bluetooth BE VX - Preta,Android,Estrangeira - Importação direta,99
24202,2020-11-03,Películas Anti Impacto,Película Anti Impacto 3D VX Case Galaxy A11 - Transparente,Android,Nacional,100
24203,2020-11-03,Consumíveis,Adesivo de LED,Android,Estrangeira - Importação direta,0
24204,2020-11-04,Manutenção Bateria,Bateria de iPad 6,Apple,Nacional,450
24205,2020-11-05,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy A10s - Transparente,Android,Estrangeira - Importação direta,70
24206,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Moto G8 Plus - Transparente,Android,Estrangeira - Importação direta,50
24207,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Xiaomi Redmi 9 - Transparente,Android,Estrangeira - Importação direta,70
24208,2020-11-05,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy A01 - Transparente,Android,Estrangeira - Importação direta,70
24209,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Xiaomi Redmi Note 8T - Transparente,Android,Estrangeira - Importação direta,70
24210,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Moto G8 Power  - Transparente,Android,Estrangeira - Importação direta,70
24211,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para LG Velvet - Transparente,Android,Estrangeira - Importação direta,20
24212,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Xiaomi Redmi Note 8 - Transparente,Android,Estrangeira - Importação direta,70
24213,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Xiaomi Mi 9T - Transparente,Android,Estrangeira - Importação direta,70
24214,2020-11-05,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy M31 - Transparente,Android,Estrangeira - Importação direta,70
24215,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Galaxy A50 - Transparente,Android,Estrangeira - Importação direta,70
24216,2020-11-05,Capas VX Case,Capa de Silicone Semi Rígida VX Case para Galaxy A20s - Transparente,Android,Estrangeira - Importação direta,70
24217,2020-11-05,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy Tab A 10.1 - Transparente,Android,Estrangeira - Importação direta,100
24218,2020-11-05,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy Tab A 8.0 - Transparente,Android,Estrangeira - Importação direta,100
24219,2020-11-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 12.9 (2° Ger) - A1670 / A1671 / A1821 - Preto,Apple,Estrangeira - Importação direta,3000
24220,2020-11-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPad Pro 12.9 (2° Ger) - A1670 / A1671 / A1821 - Branco,Apple,Estrangeira - Importação direta,3000
24221,2020-11-06,Manutenção Carcaça/Vidro Traseiro,Carcaça metalica para iPad Air 2 (Wi-Fi) - Prata,Apple,Estrangeira - Importação direta,300
24222,2020-11-06,Manutenção Carcaça/Vidro Traseiro,Carcaça metalica para iPad Air 2 (3G) - Prata,Apple,Estrangeira - Importação direta,600
24223,2020-11-07,Capas VX Case,Capa TPU Anti Shock Motorola One - Transparente,Android,Nacional,70
24224,2020-11-09,Almofada Fone Evolution,Kit de Almofada Fone Evolution,Android,Estrangeira - Importação direta,90
24225,2020-11-09,Capas VX Case,Capa TPU Anti Shock LG K22 / K22 Plus- Transparente,Android,Nacional,20
24226,2020-11-09,Capas VX Case,Capa TPU Anti Shock Xiaomi Mi 8 Pro - Transparente,Android,Nacional,70
24227,2020-11-09,Dock,Smart Dock 15W VX Case - Preto,Android,Estrangeira - Importação direta,279
24228,2020-11-10,Películas Anti Impacto,Película Anti Impacto 3D VX Case Galaxy S20 FE - Transparente,Android,Nacional,150
24229,2020-11-11,Capas VX Case,Capa Smooth VX Case Galaxy Note 20 - Preta,Android,Estrangeira - Importação direta,150
24230,2020-11-11,Capas VX Case,Capa Smooth VX Case Galaxy Note 20 Ultra - Preta,Android,Estrangeira - Importação direta,150
24231,2020-11-11,Capas VX Case,Capa Smooth VX Case Galaxy A51/M40s - Preta,Android,Estrangeira - Importação direta,100
24232,2020-11-11,Capas VX Case,Capa Smooth VX Case Galaxy A71 - Preta,Android,Estrangeira - Importação direta,120
24233,2020-11-11,Capas VX Case,Capa Smooth VX Case Galaxy Note 10 Lite / M60s / A81 - Preta,Android,Estrangeira - Importação direta,120
24234,2020-11-12,Manutenção Carcaça/Vidro Traseiro,Aro com carcaça metalica para iPhone 11 Pro - Verde,Apple,Estrangeira - Importação direta,600
24235,2020-11-16,Películas Anti Impacto,Pelicula Anti Impacto VX Case Galaxy Tab A7 / Xiaomi REDMI PAD - Brilhante,Android,Nacional,120
24236,2020-11-16,Capas VX Case,Capa VX Case com Couro 360 iPad Air / iPad 5 / New iPad 9.7 - Azul Anil,Apple,Nacional,40
24237,2020-11-16,Capas VX Case,Capa VX Case com Couro 360 iPad Air / iPad 5 / New iPad 9.7 - Rosa Candy,Apple,Nacional,140
24238,2020-11-16,Manutenção Antena de Sinal,Antena de Sinal  - iPhone 8 Plus,Apple,Nacional,200
24239,2020-11-17,Capas VX Case,Capa Smooth VX Case Galaxy S20 - Iogurte,Android,Estrangeira - Importação direta,150
24240,2020-11-17,Capas VX Case,Capa Smooth VX Case Galaxy S20 Plus - Iogurte,Android,Estrangeira - Importação direta,150
24241,2020-11-17,Capas VX Case,Capa Smooth VX Case Galaxy S20 Ultra - Iogurte,Android,Estrangeira - Importação direta,150
24242,2020-11-18,Carrinhos,Mini Carro para Decoração - Vermelho,Android,Estrangeira - Importação direta,950
24243,2020-11-18,Carrinhos,Mini Carro para Decoração - Amarelo,Android,Estrangeira - Importação direta,950
24244,2020-11-18,Capas VX Case,Capa TPU Anti Shock Moto G 5G - Transparente,Android,Nacional,70
24245,2020-11-19,Tripod,Tripé Flexível com Suporte,Android,Nacional,70
24246,2020-11-19,Fones,Fone XO Type-C Branco,Android,Estrangeira - Importação direta,120
24247,2020-11-19,Veiculares,Suporte Veicular Prodigee Magnético,Android,Estrangeira - Importação direta,130
24248,2020-11-19,Fones,Fone Lightning AIVR Branco,Android,Nacional,160
24249,2020-11-19,Adaptadores de Carga,Adaptador JELLICO USB 3.0 Branco,Android,Estrangeira - Importação direta,120
24250,2020-11-19,Baterias,Bateria por indução com Suporte 10.000 mAh,Android,Nacional,0
24251,2020-11-19,Adaptadores de Carga,Kit XO Adaptador mais Cabo Type-C 3.0 Branco,Android,Estrangeira - Importação direta,180
24252,2020-11-19,Cabos,Cabo PRODIGEE Lightning 1.8M Preto,Android,Estrangeira - Importação direta,200
24253,2020-11-19,Baterias,Power Bank 15.000mAh KIMASTER Preta,Android,Estrangeira - Importação direta,400
24254,2020-11-19,Cabos,Cabo Lightning JELLICO 1.2M Cinza,Android,Estrangeira - Importação direta,145
24255,2020-11-19,Cabos,Cabo Lightning JELLICO Metal Prata,Android,Estrangeira - Importação direta,220
24256,2020-11-19,Veiculares,Suporte Veicular Magnético PRODIGEE Preto,Android,Estrangeira - Importação direta,200
24257,2020-11-19,Caixas de Som,Caixa de Som Bluetooth JBL GO2 Preta,Android,Estrangeira - Importação direta,280
24258,2020-11-19,Caixas de Som,Caixa de Som Bluetooth BYTECH SPLASH Preta,Android,Estrangeira - Importação direta,250
24259,2020-11-19,Cabos,Cabo Micro USB JELLICO Preto,Android,Estrangeira - Importação direta,100
24260,2020-11-19,Adaptadores de Carga,Adaptador 30W KUCIPA 4.0A Branco,Android,Estrangeira - Importação direta,240
24261,2020-11-19,Indução,Dock Fast Charger Wireless JINYA Branco,Android,Estrangeira - Importação direta,350
24262,2020-11-19,Capas,Case PRODIGEE iPhone 6/6s/7/8/SE Transparente com Borda Branca,Apple,Estrangeira - Importação direta,130
24263,2020-11-19,Capas,Case PRODIGEE iPhone 11 Pro Transparente com Borda Branca,Apple,Estrangeira - Importação direta,280
24264,2020-11-19,Capas,Case PRODIGEE iPhone 11 Pro Max Transparente com Borda Preta,Apple,Estrangeira - Importação direta,280
24265,2020-11-19,Capas,Case PRODIGEE iPhone 11 Transparente com Borda Preta,Apple,Estrangeira - Importação direta,280
24266,2020-11-19,Capas,Case PRODIGEE iPhone 11 Transparente com Borda Branca,Apple,Estrangeira - Importação direta,280
24267,2020-11-19,Suportes,Suporte Tablet com Caixa de Som Bluetooth MPULSE Preto,Android,Estrangeira - Importação direta,420
24268,2020-11-19,Veiculares,Suporte Veicular Wireless WIWU 10W Preto,Android,Estrangeira - Importação direta,540
24269,2020-11-19,Suportes,Suporte Smartphone com Caixa de Som Bluetooth MPULSE mini Preto,Android,Estrangeira - Importação direta,350
24270,2020-11-20,Capas VX Case,Capa VX Case 360 iPad 7 / 8 / 9 10.2 - Rosa Candy,Apple,Nacional,230
24271,2020-11-20,Capas VX Case,Capa VX Case 360 iPad 7 / 8 / 9 10.2 - Azul Anil,Apple,Nacional,230
24272,2020-11-20,Capas VX Case,Capa VX Case Galaxy Tab A 8.0 2019 (T290/T295) com Couro 360 - Rosa Candy,Android,Nacional,120
24273,2020-11-20,Capas VX Case,Capa VX Case Galaxy Tab A 8.0 2019 (T290/T295) com Couro 360 - Azul Anil,Android,Nacional,40
24274,2020-11-20,Capas VX Case,Capa VX Case Galaxy Tab A 10.1 2019 (T510 / T515) com Couro 360 - Rosa candy,Android,Nacional,40
24275,2020-11-20,Capas VX Case,Capa VX Case Galaxy Tab A 10.1 2019 (T510 / T515) com Couro 360 - Azul anil,Android,Nacional,40
24276,2020-11-23,Películas Anti Impacto,Película Anti Impacto Full Glue Motorola Edge / Plus - Transparente,Android,Nacional,145
24277,2020-11-23,Películas Anti Impacto,Película Anti Impacto Full Glue Motorola Edge Plus- Transparente,Android,Nacional,145
24278,2020-11-23,Spot,Suporte para o Ring Light,Android,Estrangeira - Importação direta,0
24279,2020-11-23,Capas VX Case,Capa Shield Cover VX Case iPhone 12/12 Pro - Transparente com Bordas Laterais Azul Pacífico Metálico,Apple,Estrangeira - Importação direta,129
24280,2020-11-23,Capas VX Case,Capa Shield Cover VX Case iPhone 12 Mini - Transparente com Bordas Laterais Azul Pacífico Metálico,Apple,Estrangeira - Importação direta,99
24281,2020-11-23,Capas VX Case,Capa Shield Cover VX Case iPhone 12 Pro Max - Transparente com Bordas Laterais Azul Pacífico Metálico,Apple,Estrangeira - Importação direta,129
24282,2020-11-23,Eu Amo VX Case,Embalagem Kit Eu Amo Black Friday 2020,Android,Nacional,5
24283,2020-11-23,Kit,Embalagem Kit 2 Cabos Black Friday 2020,Android,Nacional,5
24284,2020-11-23,Kit,Embalagem Kit 3 Cabos Black Friday 2020,Android,Nacional,5
24285,2020-11-23,Kit,Embalagem Kit 4 Cabos Black Friday 2020,Android,Nacional,5
24286,2020-11-23,Películas Anti Impacto,Pelicula Anti Impacto VX Case Galaxy Tab S7 Plus (T976) / Tab S7 FE - Brilhante,Android,Nacional,120
24287,2020-11-24,Capas,Case PRODIGEE iPhone 11 Pro Transparente com Borda Preta,Apple,Estrangeira - Importação direta,280
24288,2020-11-24,Capas,Case PRODIGEE iPhone 11 Pro Max Transparente com Borda Branca,Apple,Estrangeira - Importação direta,280
24289,2020-11-24,Adaptadores de Carga,Kit XO Adaptador mais Cabo Lightning 3.0 Branco,Android,Estrangeira - Importação direta,250
24290,2020-11-24,Adaptadores de Carga,Carregador Yeeko por indução 10w,Android,Estrangeira - Importação direta,450
24291,2020-11-25,Baterias,Bateria Externa Baseus 30.000 mAh - Branca,Android,Estrangeira - Importação direta,660
24292,2020-11-25,Veiculares,Carregador Veicular Baseus 360° - Champanhe,Android,Estrangeira - Importação direta,190
24293,2020-11-25,Veiculares,Carregador Veicular Baseus 360° - Vermelho,Android,Estrangeira - Importação direta,190
24294,2020-11-25,Baterias,Bateria externa Mini 10.000 MAh Baseus - Branca,Android,Estrangeira - Importação direta,430
24295,2020-11-25,Cabos,Cabo Resistente Type C Baseus Magnético - Preto,Android,Estrangeira - Importação direta,150
24296,2020-11-25,Indução,Easy Charger Wireless Baseus - Preto,Android,Estrangeira - Importação direta,490
24297,2020-11-25,Indução,Easy Charger Wireless Baseus - Branco,Android,Estrangeira - Importação direta,490
24298,2020-11-25,Tripod,Tripé Profissional WEIFENG - Preto,Android,Estrangeira - Importação direta,450
24299,2020-11-25,Joystick,Controle para smartphone Ípega - Preto,Android,Estrangeira - Importação direta,450
24300,2020-11-25,Baterias,Bateria Externa Baseus 20.000 mAh - Preta,Android,Estrangeira - Importação direta,599
24301,2020-11-25,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy A21s - Transparente,Android,Nacional,30
24302,2020-11-25,Cabos,Cabo Resistente 3 em 1 USAMS,Android,Estrangeira - Importação direta,270
24303,2020-11-25,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy A50 / A50s / A30s - Transparente,Android,Nacional,70
24304,2020-11-25,Cabos,Cabo Resistente Type C PD Baseus - Preto,Android,Estrangeira - Importação direta,200
24305,2020-11-25,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy A11 - Transparente,Android,Nacional,40
24306,2020-11-25,Indução,Carregador de Indução Whirlwind Baseus - Preto,Android,Estrangeira - Importação direta,330
24307,2020-11-25,Baterias,Bateria por indução com Suporte Baseus - Preta,Android,Estrangeira - Importação direta,500
24308,2020-11-28,Películas Anti Impacto,Película Anti Impacto 3D VX Case Galaxy A21s / Moto G22 - Transparente,Android,Nacional,100
24309,2020-11-28,Películas Anti Impacto,Película Anti Impacto 3D VX Case Galaxy A21s - Transparente,Android,Nacional,100
24310,2020-11-28,Películas Anti Impacto,Película Anti Impacto 3D VX Case Galaxy A21s - Transparente,Android,Nacional,100
24311,2020-11-28,Capas VX Case,Capa TPU Silicone iPad 7 / 8 / 9 10.2 - Transparente,Apple,Nacional,120
24312,2020-11-30,Adaptadores de Carga,Adaptador de carga com 2 saídas USB VX Case - Preto Fosco,Android,Estrangeira - Importação direta,0
24313,2020-11-30,Adaptadores de Carga,Adaptador de carga com 2 saídas USB VX Case - Preto Fosco,Android,Estrangeira - Importação direta,0
24314,2020-11-30,Baterias,Bateria Externa VX Case Wireless Diamond 10.000mAh - Azul,Android,Estrangeira - Importação direta,450
24315,2020-12-01,Películas Anti Impacto,Película Anti Impacto 3D VX Case iPhone 12 / 12 Pro - Transparente,Apple,Nacional,170
24316,2020-12-01,Películas Anti Impacto,Película Anti Impacto 3D VX Case iPhone 12 Pro Max- Transparente,Apple,Nacional,170
24317,2020-12-01,Películas Anti Impacto,Película Anti Impacto 3D VX Case Moto G9 Power - Transparente,Android,Nacional,100
24318,2020-12-03,Adaptadores de Carga,Adaptador de Carga com 2 portas USB VX Case - Preto Fosco,Android,Estrangeira - Importação direta,179
24319,2020-12-04,Películas Anti Impacto,Pelicula Anti Impacto Full Glue VX Case Galaxy Note 20,Android,Estrangeira - Importação direta,150
24320,2020-12-04,Películas Anti Impacto,Pelicula Anti Impacto Full Glue Com Furação VX Case Galaxy Note 20 Ultra,Android,Estrangeira - Importação direta,150
24321,2020-12-04,Películas Anti Impacto,Pelicula Anti Impacto Full Glue VX Case Galaxy Note 20 Ultra,Android,Estrangeira - Importação direta,150
24322,2020-12-08,Capas VX Case,Capa de Silicone Rígida VX Case para Xiaomi MI 9T - Transparente,Android,Nacional,70
24323,2020-12-08,Capas VX Case,Capa de Silicone Rígida VX Case para Galaxy M31 - Transparente,Android,Nacional,70
24324,2020-12-08,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 6S Plus - Preto,Apple,Estrangeira - Importação direta,300
24325,2020-12-08,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 6 Plus - Preto,Apple,Estrangeira - Importação direta,300
24326,2020-12-08,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone 6 Plus - Branco,Apple,Estrangeira - Importação direta,300
24327,2020-12-08,Manutenção LCD/ Touch,Vidro e touchscreen iPad 5 - Preto,Apple,Estrangeira - Importação direta,450
24328,2020-12-08,Manutenção LCD/ Touch,Vidro e touchscreen iPad 5 - Branco,Apple,Nacional,450
24329,2020-12-08,Manutenção LCD/ Touch,LCD para iPad Air/5,Apple,Estrangeira - Importação direta,600
24330,2020-12-08,Manutenção LCD/ Touch,LCD para iPad Mini,Apple,Estrangeira - Importação direta,400
24331,2020-12-11,Baterias,Bateria Externa Be VX 10.000mAh - Preta,Android,Estrangeira - Importação direta,199
24332,2020-12-11,Baterias,Bateria Externa Be VX 5.000mAh - Preta,Android,Estrangeira - Importação direta,129
24333,2020-12-14,Películas Anti Impacto,Película Anti Impacto 3D VX Case iPhone 12  Mini - Transparente,Apple,Nacional,0
24334,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case iPhone 11 - Preta,Apple,Nacional,0
24335,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case iPhone 12 - Preta,Apple,Nacional,0
24336,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case iPhone 12 Mini - Preta,Apple,Nacional,0
24337,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case iPhone 12 Pro Max - Preta,Apple,Nacional,0
24338,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case Galaxy Note 20 - Preta,Android,Nacional,0
24339,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case Galaxy S20 - Preta,Android,Nacional,0
24340,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case Galaxy S20  Plus - Preta,Android,Nacional,0
24341,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case Galaxy S20 Ultra - Preta,Android,Nacional,0
24342,2020-12-14,Películas Anti Impacto,Película da Câmera Borda Full VX Case Galaxy Note 20 Ultra - Preta,Android,Nacional,0
24343,2020-12-16,Caixas de Som,Joy Speaker Be VX - Preta,Android,Estrangeira - Importação direta,89
24344,2020-12-16,Manutenção Conector,Conector de carga para iPhone XR Preto,Apple,Estrangeira - Importação direta,300
24345,2020-12-17,Cabos,Cabo USB Be VX Type-C - Preto,Android,Estrangeira - Importação direta,75
24346,2020-12-17,Cabos,Cabo USB Be VX Micro USB - Preto,Android,Estrangeira - Importação direta,59
24347,2020-12-17,Carregador Apple Watch,Novo Carregador Magnético Wireless VX Case para Apple Watch Series 1/2/3/4/5/6 - Branco,Apple,Estrangeira - Importação direta,255
24348,2020-12-17,Kit,Embalagem Kit Final Do Ano,Android,Nacional,5
